#{"t_start": 1767367484.0701704, "env_id": "None"}
r,l,t
112.5,109,1256.332442
113.75,109,1256.812889
-8.0,47,1257.019096
111.0,108,1257.569281
-8.75,47,1257.763701
-9.0,47,1257.999986
-8.75,47,1258.209475
-10.5,46,1258.466943
-8.0,47,1258.679033
112.0,109,1259.172529
114.5,109,1259.618338
111.25,109,1264.43013
115.0,109,1264.907483
-8.0,47,1265.13296
-8.0,47,1265.378621
110.75,107,1265.825832
110.5,108,1266.257612
115.0,109,1266.834554
115.0,109,1267.289179
111.0,107,1267.782207
114.0,109,1268.258123
115.0,109,1268.770831
112.75,109,1269.331975
-8.0,47,1269.522249
107.0,107,1270.015321
109.5,107,1270.498274
109.75,107,1270.9875
113.5,108,1271.544425
-8.0,47,1271.734036
110.0,107,1272.224753
113.25,109,1272.722543
112.0,108,1273.184637
-9.25,47,1277.345967
111.25,108,1277.831184
114.25,109,1278.43529
115.25,109,1278.903519
113.25,109,1279.367478
113.5,109,1279.869431
113.0,108,1280.324891
-8.75,47,1280.527923
110.25,107,1281.006608
115.0,109,1281.48209
-8.0,47,1281.696609
113.75,109,1282.172099
114.0,109,1282.638817
115.25,109,1283.08848
115.0,109,1283.587685
-11.25,46,1283.778482
109.75,107,1284.257273
112.5,108,1284.744473
114.75,109,1285.222833
-8.5,47,1285.419424
-8.0,47,1285.642758
-8.75,47,1285.839471
-9.75,47,1286.051295
112.0,108,1290.800792
114.75,109,1291.199808
113.5,109,1291.682688
114.0,109,1292.158507
114.25,109,1292.637953
114.0,109,1293.123032
-8.0,47,1293.327044
-8.0,47,1293.554816
-8.75,47,1293.721479
-8.5,47,1293.930551
-8.0,47,1294.128425
114.25,109,1294.600296
-8.0,47,1294.808648
-8.5,47,1295.013129
114.5,109,1295.520371
114.0,109,1296.047657
113.75,109,1296.52712
-8.75,47,1296.735915
112.0,109,1297.220186
112.25,109,1297.713881
-8.75,47,1297.946481
114.5,109,1298.43589
114.25,109,1298.945063
-8.75,47,1299.140758
-8.0,47,1299.348564
109.5,107,1304.137395
-8.0,47,1304.360433
113.0,109,1304.858928
114.0,109,1305.315357
114.75,109,1305.755271
110.5,108,1306.257716
113.25,108,1306.740711
115.0,109,1307.272635
-8.0,47,1307.526045
-8.0,47,1307.7264
-8.5,47,1307.962229
115.0,109,1308.440954
113.5,109,1308.904466
113.25,109,1309.421117
-8.5,47,1309.64863
-9.0,47,1309.862198
-8.75,47,1310.060494
-8.0,47,1310.239598
-8.0,47,1310.433394
112.0,107,1310.882367
115.25,109,1311.388821
-8.0,47,1311.610432
-8.0,47,1311.787239
-8.5,47,1311.982439
114.25,109,1312.516078
114.5,109,1312.967834
111.5,108,1317.67517
-8.0,47,1317.883726
-8.0,47,1318.101847
-8.5,47,1318.337962
-8.5,47,1318.557988
-9.25,47,1318.768692
-10.5,46,1318.970856
114.0,109,1319.443735
113.5,109,1319.91562
113.25,109,1320.380424
113.0,109,1320.832263
115.0,109,1321.284439
114.5,109,1321.767325
111.0,107,1322.274936
114.5,109,1322.770815
-8.0,47,1323.061524
113.25,109,1323.55255
-8.0,47,1323.762034
112.25,108,1324.163674
114.0,109,1324.648799
-8.0,47,1324.876118
110.25,107,1325.338271
114.25,109,1325.799246
110.25,107,1326.246144
111.25,107,1331.060315
-9.5,47,1331.257661
114.0,109,1331.735006
-8.75,47,1331.95007
115.0,109,1332.537516
112.5,108,1332.999065
113.75,109,1333.526054
-8.5,47,1333.740896
-8.0,47,1333.934627
-8.0,47,1334.149841
-8.75,47,1334.357387
116.0,110,1334.899808
111.0,109,1335.384601
114.5,109,1335.887339
116.25,110,1336.37556
111.5,107,1336.83954
-8.0,47,1337.04303
109.5,108,1337.495978
-8.0,47,1337.691549
112.25,109,1338.147515
112.5,108,1338.631826
-10.5,46,1338.829268
-8.75,47,1339.075493
-9.0,47,1339.328039
111.5,107,1339.807327
110.75,107,1344.205677
111.75,109,1344.676977
111.5,108,1345.105002
112.5,108,1345.599257
113.0,108,1346.058372
-10.5,46,1346.235592
109.75,107,1346.678633
-8.0,47,1346.892595
113.5,109,1347.378623
110.5,107,1347.87211
113.5,108,1348.340025
115.0,109,1348.830712
111.75,108,1349.313337
114.0,109,1349.837831
108.5,107,1350.322674
114.75,109,1350.851769
-8.5,47,1351.113211
112.0,107,1351.602107
-9.25,47,1351.827379
-9.25,47,1352.063691
115.0,109,1352.578788
114.5,109,1353.046767
112.75,109,1357.453016
114.25,109,1357.911117
-8.75,47,1358.100385
-8.0,47,1358.334814
-8.0,47,1358.57321
108.75,107,1359.067731
114.75,109,1359.53069
113.0,109,1360.035657
-8.0,47,1360.261633
114.0,109,1360.779382
114.25,109,1361.316474
110.75,107,1361.819746
-10.5,46,1362.050345
111.5,109,1362.610564
112.75,108,1363.160459
110.75,107,1363.687869
114.0,109,1364.189497
113.75,109,1364.643656
-8.5,47,1364.869243
116.0,109,1365.363952
111.25,108,1365.867265
114.5,109,1366.387071
-8.0,47,1366.598188
114.75,109,1371.120578
110.25,109,1371.601081
112.0,107,1372.051804
114.25,109,1372.588243
110.25,107,1373.074418
-11.25,46,1373.267201
110.25,107,1373.766169
112.75,109,1374.306216
110.0,107,1374.786985
-8.0,47,1374.973504
-8.0,47,1375.179062
109.5,107,1375.715389
-8.0,47,1375.969779
-8.0,47,1376.158862
110.25,107,1376.642332
-8.0,47,1376.839933
112.0,107,1377.301158
116.0,109,1377.813831
115.0,109,1378.302722
113.25,109,1378.75003
113.25,109,1379.211571
114.25,109,1379.732961
113.75,109,1384.303098
114.5,109,1384.794725
114.5,109,1385.313431
113.0,109,1385.778811
112.5,108,1386.280457
112.75,108,1386.838634
111.0,107,1387.339786
-8.0,47,1387.544368
112.5,108,1388.021022
115.0,109,1388.509174
115.25,109,1389.016341
111.25,107,1389.469251
-8.5,47,1389.693468
114.25,109,1390.263389
-8.0,47,1390.498495
-8.0,47,1390.714723
113.0,109,1391.280174
-11.0,46,1391.478179
114.0,109,1391.957356
113.25,109,1392.455646
-8.0,47,1392.661982
-8.0,47,1392.859998
-8.5,47,1393.086951
113.5,109,1397.666284
-8.0,47,1397.899667
-8.75,47,1398.107744
113.5,109,1398.573076
110.0,107,1399.034695
110.25,107,1399.560619
-8.0,47,1399.765891
113.5,109,1400.261145
114.75,109,1400.733494
113.0,109,1401.166814
111.5,107,1401.601301
110.75,107,1402.08219
-8.5,47,1402.300613
111.75,108,1402.764364
110.75,107,1403.185261
111.5,108,1403.649684
109.75,107,1404.127134
113.5,109,1404.583806
112.75,109,1405.168021
-8.0,47,1405.403674
113.75,109,1405.922668
114.0,109,1406.456623
113.5,109,1411.589603
-8.0,47,1411.797989
111.25,107,1412.29053
115.5,109,1412.788321
-9.0,47,1412.994495
116.0,109,1413.51614
-9.0,47,1413.725178
114.0,109,1414.212249
-9.75,47,1414.395608
114.75,109,1414.825427
115.5,109,1415.336244
109.75,107,1415.851672
115.0,109,1416.329363
115.0,109,1416.811563
115.0,109,1417.27524
113.75,109,1417.695434
114.0,109,1418.171846
-9.0,47,1418.490611
-8.5,47,1418.692594
-8.0,47,1418.88836
114.5,109,1419.378979
-8.5,47,1419.57592
114.25,109,1420.065789
-8.0,47,1420.277821
108.5,107,1425.194855
114.75,109,1425.658468
-8.0,47,1425.859345
114.0,109,1426.354024
-8.0,47,1426.550712
-8.0,47,1426.754232
112.75,109,1427.225542
-8.75,47,1427.412859
114.5,109,1427.901211
-11.25,46,1428.106598
115.5,109,1428.628757
-8.0,47,1428.809821
110.5,107,1429.308495
115.25,109,1429.828063
113.0,109,1430.326599
110.25,107,1430.766435
-9.5,47,1430.975044
114.75,109,1431.432382
114.75,109,1431.932224
112.0,108,1432.395552
112.5,108,1432.906319
-8.5,47,1433.127856
111.5,107,1433.618926
109.25,106,1434.120525
114.25,109,1438.767184
110.75,107,1439.296748
114.5,109,1439.82664
-8.0,47,1440.061543
114.75,109,1440.566052
-8.0,47,1440.803796
109.5,107,1441.281765
114.0,109,1441.812404
111.0,107,1442.295406
109.75,107,1442.787803
-8.0,47,1442.990893
-8.0,47,1443.208358
-8.0,47,1443.421422
113.0,108,1443.868092
115.0,109,1444.343822
111.0,109,1444.835351
115.5,109,1445.379086
-9.0,47,1445.582599
114.0,109,1446.09234
114.25,109,1446.601965
-11.25,46,1446.80592
-8.0,47,1447.019503
115.0,109,1447.476167
-8.0,47,1447.689232
114.75,109,1452.42181
-8.0,47,1452.614394
113.5,109,1453.08436
116.0,109,1453.630139
115.0,109,1454.140717
-8.0,47,1454.344648
-8.0,47,1454.545482
110.75,107,1455.01514
111.25,109,1455.485911
-8.0,47,1455.679294
112.5,108,1456.142066
114.25,109,1456.619281
111.0,107,1457.194203
114.25,109,1457.76282
-8.5,47,1457.974279
114.5,109,1458.445344
113.75,109,1458.892932
114.5,109,1459.409314
111.5,107,1459.86807
114.5,109,1460.272901
114.5,109,1460.824493
-8.0,47,1461.020485
108.75,107,1465.864449
113.5,109,1466.318998
110.0,107,1466.79127
-10.0,47,1466.989671
110.0,107,1467.484545
-8.0,47,1467.673903
108.0,106,1468.121264
-8.0,47,1468.339652
116.0,109,1468.825305
114.5,109,1469.251388
-8.0,47,1469.471282
113.5,109,1469.931932
115.0,109,1470.405855
-8.0,47,1470.621794
113.75,109,1471.11671
115.0,109,1471.583627
115.25,110,1472.035308
111.25,107,1472.464422
112.75,108,1472.931802
106.5,106,1473.41179
114.0,109,1473.887511
-8.5,47,1474.099535
-10.25,47,1474.343555
113.25,109,1478.888309
112.0,107,1479.361731
115.5,109,1479.867948
-8.0,47,1480.069848
115.25,109,1480.607474
-8.0,47,1480.812249
-8.0,47,1481.014719
113.0,109,1481.504899
115.0,109,1482.055552
-8.0,47,1482.295749
112.75,109,1482.775767
-8.0,47,1482.97828
113.25,109,1483.442321
108.0,107,1483.945616
-9.25,47,1484.173838
114.25,109,1484.634912
-8.0,47,1484.847719
114.25,109,1485.351148
112.25,108,1485.803231
-8.0,47,1486.008602
113.0,109,1486.583895
111.25,109,1487.074423
112.25,109,1487.543805
-8.0,47,1487.740034
110.5,107,1492.016449
-8.0,47,1492.206511
-8.0,47,1492.423137
-8.0,47,1492.622124
109.0,107,1493.101956
115.25,109,1493.599175
115.5,109,1494.094635
114.75,109,1494.608745
112.25,109,1495.105524
114.0,109,1495.593174
110.75,107,1496.07338
110.0,107,1496.623274
111.0,109,1497.074094
115.0,109,1497.606918
111.25,107,1498.092813
-8.0,47,1498.296588
112.25,109,1498.774309
114.5,109,1499.247507
116.0,109,1499.722335
114.0,109,1500.169065
115.0,109,1500.620751
115.5,109,1505.533548
115.5,109,1505.992342
114.5,109,1506.444785
-8.0,47,1506.651846
115.5,109,1507.119033
114.5,109,1507.652255
115.0,109,1508.097379
-8.0,47,1508.293434
115.5,109,1508.784638
-8.0,47,1508.991274
115.0,109,1509.462818
115.5,109,1509.973804
112.75,109,1510.446399
114.75,109,1510.938853
113.0,109,1511.424159
-8.0,47,1511.644731
-8.0,47,1511.847075
-10.5,46,1512.040272
111.25,107,1512.534951
111.5,108,1513.039483
117.0,110,1513.544603
-8.75,47,1513.760629
-8.0,47,1513.938427
113.75,109,1518.594683
114.25,109,1519.12399
115.0,109,1519.62041
-11.25,46,1519.795906
-8.0,47,1519.993669
-8.0,47,1520.197009
-8.75,47,1520.394887
-9.25,47,1520.615997
112.75,108,1521.076875
111.5,108,1521.558022
-8.0,47,1521.861684
-10.5,46,1522.07501
113.75,109,1522.623319
-8.5,47,1522.790345
-9.25,47,1522.982459
111.0,107,1523.422849
-8.0,47,1523.729649
-8.0,47,1523.927436
-8.0,47,1524.123689
110.5,108,1524.600971
-8.0,47,1524.821888
108.0,107,1525.293992
-8.5,47,1525.490766
-8.0,47,1525.703804
-8.0,47,1525.892626
114.0,109,1526.365298
108.75,107,1526.824625
-8.5,47,1527.035002
-8.75,47,1527.237803
-8.0,47,1527.43799
109.25,107,1532.213923
-8.75,47,1532.407032
-10.5,46,1532.629695
-8.0,47,1532.819122
114.5,109,1533.301279
111.0,107,1533.818676
-8.5,47,1534.012155
-8.75,47,1534.211278
-8.5,47,1534.404631
114.0,109,1534.867508
113.75,109,1535.376172
115.5,109,1535.900756
110.0,107,1536.48142
115.5,109,1536.96174
114.0,109,1537.430691
114.25,109,1537.8912
111.75,109,1538.338188
-8.75,47,1538.531813
115.0,109,1539.105456
114.0,109,1539.614619
-8.0,47,1539.822398
114.25,109,1540.309774
114.25,109,1540.825029
110.75,107,1545.620958
112.5,108,1546.079008
-8.0,47,1546.308717
-8.5,47,1546.488643
114.75,109,1546.943472
-8.0,47,1547.163487
-8.0,47,1547.377133
113.0,109,1547.903362
-8.0,47,1548.096649
115.5,109,1548.572973
-8.75,47,1548.76695
-8.5,47,1548.96724
115.0,109,1549.440828
-10.5,46,1549.634526
-8.5,47,1549.83935
109.75,107,1550.29094
110.0,107,1550.735017
-8.5,47,1550.933791
113.0,109,1551.353178
-8.0,47,1551.550785
-8.0,47,1551.758656
-8.5,47,1551.966633
-8.0,47,1552.191912
110.75,108,1552.64647
113.0,109,1553.087351
-8.0,47,1553.277859
115.0,109,1553.744918
112.5,108,1554.211518
-8.0,47,1558.522229
110.25,108,1558.95611
-8.0,47,1559.13902
109.0,107,1559.569007
114.25,109,1560.033655
-8.0,47,1560.215598
-8.0,47,1560.406234
108.5,107,1560.918968
111.5,107,1561.390971
114.25,109,1561.894436
-9.5,47,1562.105732
-8.75,47,1562.35769
110.25,107,1562.840868
112.5,109,1563.3516
112.75,109,1563.823985
110.25,107,1564.273374
-8.5,47,1564.514882
116.0,109,1564.966766
114.75,109,1565.463546
109.25,107,1565.934492
107.75,107,1566.38444
-8.0,47,1566.612275
112.25,109,1567.055926
-8.75,47,1567.278509
110.0,107,1571.782823
-8.0,47,1571.982099
-8.0,47,1572.19584
-8.0,47,1572.401584
114.75,109,1572.854136
-8.75,47,1573.081337
110.25,109,1573.667647
-8.0,47,1573.861874
-8.0,47,1574.05736
-8.0,47,1574.286784
-8.0,47,1574.523481
114.75,109,1574.988927
113.0,109,1575.499545
112.5,109,1576.045111
112.25,109,1576.520916
113.0,109,1576.964299
113.25,109,1577.422633
-8.0,47,1577.634814
112.5,109,1578.129809
113.0,109,1578.616274
109.75,107,1579.111865
109.5,107,1579.614167
111.25,109,1580.101519
114.25,109,1580.514979
-8.0,47,1584.66512
-9.0,47,1584.866691
114.0,109,1585.365361
-8.0,47,1585.622262
112.75,109,1586.11843
109.5,107,1586.581683
112.5,109,1587.060185
-8.75,47,1587.261134
110.5,107,1587.773828
113.0,109,1588.290086
-8.0,47,1588.492898
112.0,109,1589.000233
114.25,109,1589.487695
-8.0,47,1589.670267
-8.0,47,1589.863635
114.0,109,1590.332752
115.0,109,1590.894506
113.5,109,1591.386454
-8.0,47,1591.610742
111.5,107,1592.104514
-8.0,47,1592.30826
113.25,109,1592.802266
108.0,107,1593.268376
112.5,109,1593.798639
114.5,109,1598.385759
113.75,109,1598.854135
-8.0,47,1599.077385
-8.75,47,1599.283241
-8.0,47,1599.476365
-8.0,47,1599.692752
-8.0,47,1599.876536
-8.0,47,1600.100844
111.25,108,1600.60657
112.75,109,1601.077173
-8.0,47,1601.26719
-8.0,47,1601.486683
112.5,109,1601.946835
112.75,108,1602.392431
-8.0,47,1602.612106
110.5,108,1603.118327
-8.5,47,1603.331731
114.0,109,1603.802197
-9.0,47,1603.99858
113.5,109,1604.487823
-8.0,47,1604.695695
109.0,107,1605.141416
110.5,107,1605.619594
-8.0,47,1605.838557
113.75,109,1606.32135
-8.0,47,1606.537838
-10.5,46,1606.730364
-9.0,47,1606.94168
110.25,107,1611.503535
-8.0,47,1611.728862
109.5,108,1612.185378
113.0,109,1612.664921
111.5,109,1613.09815
-8.0,47,1613.286352
115.0,109,1613.782486
-8.0,47,1613.999075
111.25,109,1614.530075
107.5,107,1615.09229
-8.0,47,1615.316947
110.75,108,1615.76405
-8.0,47,1615.983194
-8.75,47,1616.162204
114.5,109,1616.631656
-8.5,47,1616.861258
111.75,109,1617.376185
111.25,108,1617.841017
113.5,109,1618.338639
113.0,109,1618.879182
-8.0,47,1619.111689
108.75,107,1619.597754
112.25,109,1620.056217
114.0,109,1624.678091
108.25,107,1625.178216
-8.0,47,1625.419772
112.0,107,1625.926473
-8.0,47,1626.140231
113.25,109,1626.616447
114.0,108,1627.148396
-8.0,47,1627.354353
-8.5,47,1627.584149
-8.5,47,1627.783565
-8.0,47,1628.01534
111.25,109,1628.484221
-8.0,47,1628.697631
114.0,109,1629.247287
116.0,109,1629.696476
114.75,109,1630.200398
114.25,109,1630.672013
114.75,109,1631.13637
-8.0,47,1631.376701
114.0,109,1631.959925
113.0,109,1632.393645
112.75,108,1632.847722
114.25,109,1633.332051
110.0,107,1633.78191
-8.0,47,1637.938109
114.0,109,1638.387971
-9.5,47,1638.597636
-8.0,47,1638.788253
107.75,106,1639.252364
-8.0,47,1639.464098
114.0,109,1639.946857
112.25,109,1640.388791
-10.5,46,1640.595508
-8.0,47,1640.783781
110.0,107,1641.230347
110.25,107,1641.690349
115.0,109,1642.278437
110.0,107,1642.757517
115.0,109,1643.277521
-9.25,47,1643.480033
114.0,109,1643.960566
-8.0,47,1644.168594
112.0,109,1644.618083
-8.0,47,1644.838261
-8.5,47,1645.052627
114.5,109,1645.544412
-8.0,47,1645.77633
115.5,109,1646.204499
112.0,109,1646.688951
-8.0,47,1650.899816
-8.0,47,1651.137347
-8.75,47,1651.360304
112.75,109,1651.918203
114.0,109,1652.428624
-8.0,47,1652.632246
114.5,109,1653.210572
114.25,109,1653.755464
111.0,109,1654.232598
115.0,109,1654.720476
-8.0,47,1654.924448
110.75,107,1655.391233
113.75,109,1656.012007
109.25,107,1656.514623
-10.5,46,1656.713669
-10.5,46,1656.899399
109.75,107,1657.399037
-8.75,47,1657.602359
114.25,109,1658.096951
115.0,109,1658.585687
109.5,108,1659.070021
113.5,109,1659.547265
-8.0,47,1659.738729
-8.0,47,1659.930506
115.0,109,1664.26077
-8.5,47,1664.476176
-8.0,47,1664.670318
-8.0,47,1664.872631
111.75,109,1665.369876
114.75,109,1665.864676
112.0,109,1666.345068
114.0,109,1666.820619
-9.0,47,1667.026096
-8.5,47,1667.224539
114.5,110,1667.71296
-8.0,47,1667.927752
113.0,109,1668.361252
112.5,109,1668.833141
112.0,109,1669.333268
-8.0,47,1669.528595
-8.0,47,1669.75516
107.75,107,1670.228438
-8.0,47,1670.441553
-8.0,47,1670.623353
111.0,108,1671.073385
114.25,109,1671.543608
111.25,109,1671.98789
113.75,109,1672.458343
109.0,107,1672.901124
-8.0,47,1677.071781
-8.0,47,1677.257007
109.75,107,1677.700092
110.75,107,1678.16639
113.25,109,1678.644492
112.5,109,1679.11687
-8.75,47,1679.310455
-8.75,47,1679.521027
113.5,109,1679.980038
-8.0,47,1680.173946
115.5,109,1680.629309
-8.0,47,1680.839594
115.0,109,1681.342602
-8.0,47,1681.539202
113.0,109,1682.017411
-8.0,47,1682.258933
113.5,109,1682.722157
108.5,107,1683.213759
-8.0,47,1683.415242
-8.0,47,1683.633728
114.75,109,1684.11397
-8.0,47,1684.314831
-11.25,46,1684.520807
110.25,107,1684.968303
-8.0,47,1685.191711
-8.75,47,1685.395426
113.25,109,1685.926353
-8.5,47,1690.14164
-10.5,47,1690.359807
112.5,109,1690.860425
109.25,107,1691.316883
-8.0,47,1691.522916
109.5,107,1692.001007
113.25,109,1692.491375
-11.5,46,1692.677613
112.25,109,1693.108597
112.75,109,1693.591428
-8.0,47,1693.792551
113.25,109,1694.297875
112.25,109,1694.792818
-8.0,47,1695.009422
-8.75,47,1695.204855
-8.0,47,1695.383965
114.25,109,1695.86681
-8.0,47,1696.074498
113.5,109,1696.501517
112.75,109,1696.970447
110.25,107,1697.446376
-8.0,47,1697.646019
-8.0,47,1697.842603
-8.0,47,1698.047834
-8.75,47,1698.247452
112.5,108,1698.70829
111.75,109,1703.27882
-8.75,47,1703.476991
-8.0,47,1703.653939
114.5,109,1704.086305
111.5,109,1704.538002
-8.5,47,1704.75083
-8.0,47,1704.951314
110.0,107,1705.392948
-8.5,47,1705.578346
-8.75,47,1705.787498
114.0,109,1706.272787
-8.0,47,1706.468204
-8.0,47,1706.670053
-8.5,47,1706.89345
-8.0,47,1707.109692
-8.5,47,1707.303876
115.5,109,1707.762691
112.0,108,1708.256639
-8.0,47,1708.447577
110.5,107,1708.98372
114.25,109,1709.519993
115.5,109,1710.012457
115.0,109,1710.50197
110.25,107,1710.954732
115.0,109,1711.452318
113.75,109,1712.043035
110.5,107,1716.350292
110.25,107,1716.815622
-8.0,47,1717.134454
-8.5,47,1717.339854
110.25,107,1717.811342
113.75,109,1718.279723
114.25,109,1718.758783
112.75,109,1719.257689
-8.0,47,1719.448871
113.0,109,1719.915972
113.5,109,1720.35528
112.75,108,1720.803971
114.25,109,1721.307729
-9.25,47,1721.483504
113.0,108,1721.915502
113.5,109,1722.3473
109.25,107,1722.783365
-8.0,47,1722.980789
-8.0,47,1723.177572
113.0,108,1723.638961
113.75,109,1724.075207
-8.5,47,1724.28116
112.75,109,1729.067832
113.0,109,1729.546623
111.25,109,1730.003361
-8.0,47,1730.19373
114.25,109,1730.702799
109.5,107,1731.142875
113.75,109,1731.604482
-8.0,47,1731.875944
111.5,108,1732.350406
109.5,107,1732.836682
113.25,109,1733.410077
115.0,109,1733.894752
114.5,109,1734.448357
-8.0,47,1734.6866
109.25,107,1735.159737
-8.5,47,1735.40572
112.5,109,1735.883709
113.5,109,1736.484297
115.0,109,1736.950841
-8.0,47,1737.172288
113.25,109,1737.673977
112.5,109,1738.158306
113.5,109,1742.731138
113.5,109,1743.247664
111.5,108,1743.731202
112.25,108,1744.288151
114.0,109,1744.805164
114.25,109,1745.280952
115.0,109,1745.751042
113.75,109,1746.21274
112.25,109,1746.68928
113.25,109,1747.172526
113.75,109,1747.66969
109.5,108,1748.119931
-8.5,47,1748.311761
-8.0,47,1748.546341
111.5,108,1749.004829
-9.0,47,1749.225077
114.0,109,1749.726306
-8.0,47,1749.924343
114.5,109,1750.4066
113.75,109,1750.870429
110.25,107,1751.332717
-8.75,47,1751.539029
-8.5,47,1755.693377
114.25,109,1756.17451
111.5,109,1756.671575
-8.0,47,1756.868479
-8.0,47,1757.068124
109.75,107,1757.545502
-8.0,47,1757.747681
115.0,109,1758.181832
113.5,109,1758.642651
109.0,107,1759.105111
-8.0,47,1759.356654
114.0,109,1759.846194
113.5,109,1760.34786
-8.0,47,1760.532006
113.25,109,1760.978731
113.75,109,1761.44439
109.75,107,1761.897382
112.75,109,1762.356496
114.75,109,1762.843099
113.75,109,1763.324244
112.0,109,1763.850994
-8.5,47,1764.024081
-8.0,47,1764.209772
114.0,109,1768.609876
111.75,109,1769.041158
-8.75,47,1769.265697
113.25,109,1769.836111
109.25,107,1770.315161
-9.25,47,1770.545467
-8.75,47,1770.84319
-8.0,47,1771.055146
114.0,109,1771.558186
110.75,108,1772.012378
-8.0,47,1772.278286
115.25,109,1772.748771
114.25,109,1773.293693
-8.0,47,1773.478702
-8.0,47,1773.703188
-8.75,47,1773.892936
108.75,107,1774.396337
112.5,109,1774.902955
-8.0,47,1775.077434
-9.5,47,1775.257823
110.25,109,1775.701831
-9.0,47,1775.910483
113.25,109,1776.369953
-8.0,47,1776.592613
111.75,109,1777.010955
112.25,109,1777.504556
113.25,109,1781.996372
111.5,108,1782.495335
112.5,109,1782.98521
110.5,107,1783.467586
-10.5,46,1783.676099
109.5,107,1784.160758
113.0,109,1784.641916
110.5,107,1785.124713
110.25,107,1785.558048
-8.0,47,1785.751688
111.25,108,1786.237657
113.0,109,1786.699387
-8.0,47,1786.926807
111.0,107,1787.397665
-8.0,47,1787.61716
-8.0,47,1787.81422
108.75,107,1788.30237
113.5,109,1788.857759
-10.5,46,1789.11952
110.75,107,1789.60977
109.5,107,1790.095568
114.5,109,1790.571186
110.5,109,1795.115535
111.0,109,1795.608129
113.75,109,1796.073549
-9.0,47,1796.262162
110.75,109,1796.748668
113.75,109,1797.261354
113.0,109,1797.754882
112.75,109,1798.249954
111.5,107,1798.740746
109.5,107,1799.194233
113.5,109,1799.702018
-8.0,47,1799.905025
-8.0,47,1800.119284
108.5,107,1800.591797
112.5,109,1801.081353
112.25,109,1801.584078
113.75,109,1802.070241
-8.0,47,1802.294796
-8.0,47,1802.500723
113.5,109,1803.048162
-8.0,47,1803.256404
-8.0,47,1803.467025
114.25,109,1803.968013
-8.0,47,1804.198601
108.5,107,1808.73414
111.5,109,1809.221435
114.5,109,1809.750121
111.75,108,1810.214906
111.75,109,1810.683995
-9.0,47,1810.907112
113.0,109,1811.399415
110.5,109,1811.862415
114.5,109,1812.372923
108.75,107,1812.866802
110.0,107,1813.364897
-8.75,47,1813.595749
-8.0,47,1813.826726
-8.75,47,1814.022228
109.0,107,1814.48689
111.0,108,1814.992982
-8.75,47,1815.222728
113.0,109,1815.757196
-9.75,47,1815.978737
113.75,109,1816.442098
-9.5,47,1816.639308
110.5,109,1817.136259
111.0,108,1817.635543
113.0,109,1822.277003
113.5,109,1822.762178
-10.5,46,1822.94168
114.0,109,1823.393986
110.0,107,1823.839107
112.25,109,1824.353636
111.0,109,1824.836155
-8.75,47,1825.039906
112.75,109,1825.515492
-8.0,47,1825.715634
-12.0,46,1825.913275
-10.5,46,1826.106404
110.0,107,1826.559175
-8.0,47,1826.810067
107.75,107,1827.224644
112.5,109,1827.671582
108.5,107,1828.131088
111.5,109,1828.601524
110.5,107,1829.068661
-8.5,47,1829.246116
-8.0,47,1829.433854
110.0,107,1829.864828
111.25,108,1830.350975
114.5,109,1834.930655
109.25,109,1835.418254
112.0,109,1835.882464
-8.0,47,1836.078943
-8.0,47,1836.283825
113.25,109,1836.766795
-8.0,47,1836.965473
114.0,109,1837.460611
111.5,109,1837.918392
111.0,109,1838.410605
-8.0,47,1838.6135
112.5,109,1839.078325
110.0,107,1839.534419
-8.0,47,1839.741032
113.0,109,1840.247216
111.25,109,1840.723393
110.0,108,1841.199075
-8.0,47,1841.409726
-8.5,47,1841.654974
-8.0,47,1841.861926
113.25,109,1842.331522
-8.5,47,1842.540686
-9.25,47,1842.740769
-8.0,47,1842.96142
106.75,107,1843.448664
113.25,109,1847.850522
-8.0,47,1848.057544
108.75,107,1848.487006
109.25,108,1848.942677
113.0,109,1849.441714
-8.75,47,1849.640084
-8.0,47,1849.849685
-10.5,46,1850.05334
110.25,109,1850.526335
109.75,107,1850.982146
113.0,109,1851.463082
111.0,109,1851.934293
-8.75,47,1852.136503
-8.0,47,1852.32828
-8.0,47,1852.523263
113.75,109,1853.010129
-8.0,47,1853.219007
112.75,109,1853.716788
109.0,107,1854.179332
-8.0,47,1854.403694
112.0,109,1854.853334
-11.0,46,1855.047104
-8.0,47,1855.256067
113.25,109,1855.725738
112.25,109,1856.214449
111.0,109,1860.825552
114.0,109,1861.299803
113.0,109,1861.751736
114.0,109,1862.256748
-8.0,47,1862.491515
-8.75,47,1862.697019
108.25,107,1863.179745
-8.0,47,1863.377018
110.25,108,1863.856954
113.0,109,1864.339197
112.0,109,1864.815214
112.75,109,1865.355633
107.75,107,1865.797925
114.0,109,1866.238302
113.5,109,1866.705723
113.0,109,1867.203391
112.5,109,1867.648365
-8.5,47,1867.840773
113.0,109,1868.32413
113.25,109,1868.815394
109.0,107,1869.307508
113.75,109,1873.918194
108.75,107,1874.394461
-8.0,47,1874.606627
113.0,109,1875.073687
112.5,109,1875.526951
110.0,107,1875.997084
-8.0,47,1876.18285
115.5,109,1876.695728
113.5,109,1877.119407
-8.0,47,1877.321573
110.25,107,1877.833797
-8.0,47,1878.036701
111.75,109,1878.48589
112.25,110,1878.976412
112.75,109,1879.479328
112.75,109,1879.958636
-8.0,47,1880.159809
